GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,GEOID,NAME_E,totPop,nonhisp_total,nonhisp_white,nonhisp_black,nonhisp_native,nonhisp_asian,nonhisp_islander,nonhisp_other,nonhisp_multiracial,AMP3E010,AMP3E011,hisp_total,hisp_white,hisp_black,hisp_native,hisp_asian,hisp_islander,hisp_other,hisp_multiracial,AMP3E020,AMP3E021,median_household_income
G1200550961201,2016-2020,FL,Florida,12,Highlands County,055,961201,NA,14000US12055961201,"Census Tract 9612.01, Highlands County, Florida",3268,2458,1976,460,0,0,0,0,22,0,22,810,0,0,0,0,0,726,84,84,0,32555
G1200550961202,2016-2020,FL,Florida,12,Highlands County,055,961202,NA,14000US12055961202,"Census Tract 9612.02, Highlands County, Florida",2915,2640,2519,57,0,0,0,0,64,4,60,275,251,24,0,0,0,0,0,0,0,27891
G1200550961301,2016-2020,FL,Florida,12,Highlands County,055,961301,NA,14000US12055961301,"Census Tract 9613.01, Highlands County, Florida",6092,5065,4536,242,0,35,0,0,252,0,252,1027,437,0,0,0,0,559,31,31,0,63350
G1200550961303,2016-2020,FL,Florida,12,Highlands County,055,961303,NA,14000US12055961303,"Census Tract 9613.03, Highlands County, Florida",1139,1097,988,109,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,33859
G1200550961304,2016-2020,FL,Florida,12,Highlands County,055,961304,NA,14000US12055961304,"Census Tract 9613.04, Highlands County, Florida",2985,2719,2714,5,0,0,0,0,0,0,0,266,64,0,0,0,0,202,0,0,0,46541
G1200550961401,2016-2020,FL,Florida,12,Highlands County,055,961401,NA,14000US12055961401,"Census Tract 9614.01, Highlands County, Florida",3367,3036,2773,263,0,0,0,0,0,0,0,331,298,33,0,0,0,0,0,0,0,52625
G1200550961402,2016-2020,FL,Florida,12,Highlands County,055,961402,NA,14000US12055961402,"Census Tract 9614.02, Highlands County, Florida",2683,2652,2473,9,0,114,0,17,39,0,39,31,19,0,12,0,0,0,0,0,0,NA
G1200550961500,2016-2020,FL,Florida,12,Highlands County,055,961500,NA,14000US12055961500,"Census Tract 9615, Highlands County, Florida",4870,4400,4263,20,1,59,0,0,57,0,57,470,470,0,0,0,0,0,0,0,0,49000
G1200550961601,2016-2020,FL,Florida,12,Highlands County,055,961601,NA,14000US12055961601,"Census Tract 9616.01, Highlands County, Florida",1067,947,933,0,0,0,0,7,7,0,7,120,74,0,0,0,0,0,46,46,0,42757
G1200550961602,2016-2020,FL,Florida,12,Highlands County,055,961602,NA,14000US12055961602,"Census Tract 9616.02, Highlands County, Florida",905,862,681,157,0,4,0,0,20,0,20,43,31,0,0,0,0,12,0,0,0,53400
G1200550961604,2016-2020,FL,Florida,12,Highlands County,055,961604,NA,14000US12055961604,"Census Tract 9616.04, Highlands County, Florida",2262,968,753,169,38,0,0,0,8,0,8,1294,928,0,0,0,0,239,127,127,0,33542
G1200550961605,2016-2020,FL,Florida,12,Highlands County,055,961605,NA,14000US12055961605,"Census Tract 9616.05, Highlands County, Florida",4420,3003,2613,322,0,68,0,0,0,0,0,1417,1388,0,0,0,0,29,0,0,0,38571
G1200550961701,2016-2020,FL,Florida,12,Highlands County,055,961701,NA,14000US12055961701,"Census Tract 9617.01, Highlands County, Florida",2992,2228,1886,319,0,0,0,0,23,0,23,764,764,0,0,0,0,0,0,0,0,45208
G1200550961702,2016-2020,FL,Florida,12,Highlands County,055,961702,NA,14000US12055961702,"Census Tract 9617.02, Highlands County, Florida",1473,762,762,0,0,0,0,0,0,0,0,711,622,0,0,0,0,89,0,0,0,39093
G1200550980000,2016-2020,FL,Florida,12,Highlands County,055,980000,NA,14000US12055980000,"Census Tract 9800, Highlands County, Florida",15,14,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,NA
G1200550980100,2016-2020,FL,Florida,12,Highlands County,055,980100,NA,14000US12055980100,"Census Tract 9801, Highlands County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1200550980200,2016-2020,FL,Florida,12,Highlands County,055,980200,NA,14000US12055980200,"Census Tract 9802, Highlands County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
G1200570000101,2016-2020,FL,Florida,12,Hillsborough County,057,000101,NA,14000US12057000101,"Census Tract 1.01, Hillsborough County, Florida",4479,3425,1658,970,0,730,0,11,56,0,56,1054,795,84,0,0,0,167,8,0,8,37565
G1200570000102,2016-2020,FL,Florida,12,Hillsborough County,057,000102,NA,14000US12057000102,"Census Tract 1.02, Hillsborough County, Florida",7310,4417,1582,2397,0,438,0,0,0,0,0,2893,1009,413,15,0,0,739,717,585,132,26070
G1200570000201,2016-2020,FL,Florida,12,Hillsborough County,057,000201,NA,14000US12057000201,"Census Tract 2.01, Hillsborough County, Florida",3576,2778,535,1825,0,9,0,0,409,0,409,798,331,221,0,0,0,148,98,44,54,25750
G1200570000202,2016-2020,FL,Florida,12,Hillsborough County,057,000202,NA,14000US12057000202,"Census Tract 2.02, Hillsborough County, Florida",5276,3130,774,1963,24,27,0,41,301,0,301,2146,1628,131,0,0,0,202,185,185,0,28021
G1200570000301,2016-2020,FL,Florida,12,Hillsborough County,057,000301,NA,14000US12057000301,"Census Tract 3.01, Hillsborough County, Florida",5214,3446,1233,2111,0,52,0,0,50,0,50,1768,992,326,0,0,0,273,177,152,25,35786
G1200570000302,2016-2020,FL,Florida,12,Hillsborough County,057,000302,NA,14000US12057000302,"Census Tract 3.02, Hillsborough County, Florida",3030,1704,359,1345,0,0,0,0,0,0,0,1326,901,144,0,0,0,83,198,0,198,36994
G1200570000401,2016-2020,FL,Florida,12,Hillsborough County,057,000401,NA,14000US12057000401,"Census Tract 4.01, Hillsborough County, Florida",2688,1789,1059,574,0,42,43,0,71,0,71,899,673,11,0,0,0,105,110,75,35,43902
G1200570000402,2016-2020,FL,Florida,12,Hillsborough County,057,000402,NA,14000US12057000402,"Census Tract 4.02, Hillsborough County, Florida",3514,1841,1333,356,0,14,0,32,106,0,106,1673,661,29,18,0,0,321,644,474,170,43523
G1200570000500,2016-2020,FL,Florida,12,Hillsborough County,057,000500,NA,14000US12057000500,"Census Tract 5, Hillsborough County, Florida",4188,2623,2414,109,16,55,0,12,17,10,7,1565,1229,0,0,13,31,20,272,272,0,57029
G1200570000601,2016-2020,FL,Florida,12,Hillsborough County,057,000601,NA,14000US12057000601,"Census Tract 6.01, Hillsborough County, Florida",5550,3138,1804,863,109,258,0,0,104,0,104,2412,1477,129,0,0,0,572,234,112,122,51200
G1200570000602,2016-2020,FL,Florida,12,Hillsborough County,057,000602,NA,14000US12057000602,"Census Tract 6.02, Hillsborough County, Florida",2992,1237,677,437,0,117,0,0,6,0,6,1755,1124,200,0,0,0,364,67,20,47,34967
G1200570000701,2016-2020,FL,Florida,12,Hillsborough County,057,000701,NA,14000US12057000701,"Census Tract 7.01, Hillsborough County, Florida",3698,2833,375,2279,39,0,0,0,140,0,140,865,493,71,0,0,0,100,201,32,169,28545
G1200570000702,2016-2020,FL,Florida,12,Hillsborough County,057,000702,NA,14000US12057000702,"Census Tract 7.02, Hillsborough County, Florida",2565,2012,744,1251,0,0,0,0,17,0,17,553,244,43,0,0,0,8,258,243,15,27546
G1200570000800,2016-2020,FL,Florida,12,Hillsborough County,057,000800,NA,14000US12057000800,"Census Tract 8, Hillsborough County, Florida",3702,2366,749,1504,0,0,53,0,60,0,60,1336,653,302,0,0,0,36,345,65,280,39262
G1200570000901,2016-2020,FL,Florida,12,Hillsborough County,057,000901,NA,14000US12057000901,"Census Tract 9.01, Hillsborough County, Florida",2812,1888,779,886,0,157,0,0,66,0,66,924,495,120,0,0,0,62,247,218,29,34242
G1200570000902,2016-2020,FL,Florida,12,Hillsborough County,057,000902,NA,14000US12057000902,"Census Tract 9.02, Hillsborough County, Florida",4299,3324,907,2329,0,11,0,0,77,0,77,975,640,169,0,0,0,0,166,22,144,30995
G1200570001001,2016-2020,FL,Florida,12,Hillsborough County,057,001001,NA,14000US12057001001,"Census Tract 10.01, Hillsborough County, Florida",4518,3586,308,3175,8,0,0,44,51,0,51,932,666,170,0,0,0,96,0,0,0,31273
G1200570001002,2016-2020,FL,Florida,12,Hillsborough County,057,001002,NA,14000US12057001002,"Census Tract 10.02, Hillsborough County, Florida",5439,4743,282,4292,0,54,0,0,115,0,115,696,306,57,0,0,0,230,103,103,0,36250
G1200570001100,2016-2020,FL,Florida,12,Hillsborough County,057,001100,NA,14000US12057001100,"Census Tract 11, Hillsborough County, Florida",2655,2337,1375,888,0,14,0,0,60,56,4,318,215,0,0,0,0,7,96,0,96,50469
G1200570001200,2016-2020,FL,Florida,12,Hillsborough County,057,001200,NA,14000US12057001200,"Census Tract 12, Hillsborough County, Florida",3281,2128,1097,923,0,0,0,50,58,41,17,1153,669,401,0,0,0,17,66,66,0,43684
G1200570001300,2016-2020,FL,Florida,12,Hillsborough County,057,001300,NA,14000US12057001300,"Census Tract 13, Hillsborough County, Florida",6178,3043,1797,502,0,0,43,14,687,91,596,3135,2247,202,0,0,0,288,398,175,223,39812
G1200570001400,2016-2020,FL,Florida,12,Hillsborough County,057,001400,NA,14000US12057001400,"Census Tract 14, Hillsborough County, Florida",4894,1987,1412,410,0,44,0,0,121,0,121,2907,2200,12,58,0,0,478,159,89,70,40985
G1200570001500,2016-2020,FL,Florida,12,Hillsborough County,057,001500,NA,14000US12057001500,"Census Tract 15, Hillsborough County, Florida",2483,2194,1842,252,0,26,0,0,74,0,74,289,151,5,0,0,0,59,74,60,14,64922
G1200570001600,2016-2020,FL,Florida,12,Hillsborough County,057,001600,NA,14000US12057001600,"Census Tract 16, Hillsborough County, Florida",1780,1548,1388,111,0,0,4,0,45,0,45,232,162,0,9,0,0,13,48,17,31,58618
G1200570001700,2016-2020,FL,Florida,12,Hillsborough County,057,001700,NA,14000US12057001700,"Census Tract 17, Hillsborough County, Florida",4645,3341,1846,1262,19,44,0,20,150,0,150,1304,1200,48,0,0,0,22,34,0,34,68631
G1200570001800,2016-2020,FL,Florida,12,Hillsborough County,057,001800,NA,14000US12057001800,"Census Tract 18, Hillsborough County, Florida",5586,4636,104,4312,0,10,0,0,210,134,76,950,746,59,0,0,0,64,81,46,35,36295
G1200570001900,2016-2020,FL,Florida,12,Hillsborough County,057,001900,NA,14000US12057001900,"Census Tract 19, Hillsborough County, Florida",3177,2479,243,2142,0,0,0,0,94,0,94,698,329,158,0,0,0,39,172,31,141,35048
G1200570002000,2016-2020,FL,Florida,12,Hillsborough County,057,002000,NA,14000US12057002000,"Census Tract 20, Hillsborough County, Florida",3678,3027,587,2388,0,11,0,6,35,0,35,651,409,149,0,0,0,73,20,20,0,38723
G1200570002100,2016-2020,FL,Florida,12,Hillsborough County,057,002100,NA,14000US12057002100,"Census Tract 21, Hillsborough County, Florida",3237,2609,1372,1103,0,64,0,5,65,45,20,628,320,84,7,0,0,13,204,50,154,43125
G1200570002200,2016-2020,FL,Florida,12,Hillsborough County,057,002200,NA,14000US12057002200,"Census Tract 22, Hillsborough County, Florida",1669,1237,957,195,0,0,27,10,48,0,48,432,356,0,5,4,0,7,60,47,13,51250
G1200570002300,2016-2020,FL,Florida,12,Hillsborough County,057,002300,NA,14000US12057002300,"Census Tract 23, Hillsborough County, Florida",3071,2758,2137,389,0,22,0,0,210,0,210,313,145,0,0,0,0,33,135,135,0,64559
G1200570002400,2016-2020,FL,Florida,12,Hillsborough County,057,002400,NA,14000US12057002400,"Census Tract 24, Hillsborough County, Florida",4102,2405,1769,532,0,0,0,19,85,43,42,1697,1250,24,18,0,0,209,196,77,119,53145
G1200570002500,2016-2020,FL,Florida,12,Hillsborough County,057,002500,NA,14000US12057002500,"Census Tract 25, Hillsborough County, Florida",6761,1732,1024,600,0,103,0,0,5,0,5,5029,3390,364,0,0,0,493,782,767,15,33220
G1200570002600,2016-2020,FL,Florida,12,Hillsborough County,057,002600,NA,14000US12057002600,"Census Tract 26, Hillsborough County, Florida",1049,305,172,67,16,39,0,0,11,0,11,744,411,34,0,0,0,139,160,153,7,31978
G1200570002701,2016-2020,FL,Florida,12,Hillsborough County,057,002701,NA,14000US12057002701,"Census Tract 27.01, Hillsborough County, Florida",4481,1189,911,143,0,120,0,0,15,0,15,3292,2369,0,0,56,11,245,611,600,11,42207
G1200570002702,2016-2020,FL,Florida,12,Hillsborough County,057,002702,NA,14000US12057002702,"Census Tract 27.02, Hillsborough County, Florida",3474,760,645,22,0,93,0,0,0,0,0,2714,2013,0,27,0,0,72,602,531,71,55729
G1200570002800,2016-2020,FL,Florida,12,Hillsborough County,057,002800,NA,14000US12057002800,"Census Tract 28, Hillsborough County, Florida",3366,2305,1949,187,0,38,0,11,120,7,113,1061,971,17,0,30,0,9,34,34,0,70282
G1200570002900,2016-2020,FL,Florida,12,Hillsborough County,057,002900,NA,14000US12057002900,"Census Tract 29, Hillsborough County, Florida",2221,1520,748,653,0,0,0,0,119,0,119,701,514,19,12,0,0,70,86,61,25,47000
G1200570003000,2016-2020,FL,Florida,12,Hillsborough County,057,003000,NA,14000US12057003000,"Census Tract 30, Hillsborough County, Florida",3106,2639,644,1940,6,12,0,0,37,28,9,467,374,15,0,0,0,19,59,59,0,32768
G1200570003100,2016-2020,FL,Florida,12,Hillsborough County,057,003100,NA,14000US12057003100,"Census Tract 31, Hillsborough County, Florida",3018,2056,181,1840,0,0,0,0,35,0,35,962,443,73,0,0,0,88,358,278,80,21370
G1200570003200,2016-2020,FL,Florida,12,Hillsborough County,057,003200,NA,14000US12057003200,"Census Tract 32, Hillsborough County, Florida",2638,1589,341,1180,4,11,0,33,20,0,20,1049,911,30,0,0,0,63,45,45,0,21472
G1200570003300,2016-2020,FL,Florida,12,Hillsborough County,057,003300,NA,14000US12057003300,"Census Tract 33, Hillsborough County, Florida",2076,1376,266,911,6,58,0,0,135,0,135,700,459,31,0,0,0,52,158,158,0,18893
G1200570003400,2016-2020,FL,Florida,12,Hillsborough County,057,003400,NA,14000US12057003400,"Census Tract 34, Hillsborough County, Florida",3045,2515,97,2401,0,0,0,0,17,0,17,530,17,41,0,0,0,87,385,303,82,26563
G1200570003500,2016-2020,FL,Florida,12,Hillsborough County,057,003500,NA,14000US12057003500,"Census Tract 35, Hillsborough County, Florida",2645,2444,281,2045,0,0,0,0,118,0,118,201,85,18,0,0,0,71,27,27,0,23372
G1200570003600,2016-2020,FL,Florida,12,Hillsborough County,057,003600,NA,14000US12057003600,"Census Tract 36, Hillsborough County, Florida",5041,3624,510,3010,33,0,0,0,71,0,71,1417,767,53,0,0,0,226,371,308,63,22094
G1200570003700,2016-2020,FL,Florida,12,Hillsborough County,057,003700,NA,14000US12057003700,"Census Tract 37, Hillsborough County, Florida",1001,589,350,169,0,0,0,5,65,0,65,412,335,0,0,0,0,36,41,41,0,37500
G1200570003800,2016-2020,FL,Florida,12,Hillsborough County,057,003800,NA,14000US12057003800,"Census Tract 38, Hillsborough County, Florida",1077,956,252,573,5,109,7,10,0,0,0,121,31,30,0,0,0,60,0,0,0,30833
G1200570004100,2016-2020,FL,Florida,12,Hillsborough County,057,004100,NA,14000US12057004100,"Census Tract 41, Hillsborough County, Florida",1550,1025,284,703,0,25,0,0,13,0,13,525,309,20,0,0,0,51,145,41,104,20750
G1200570004200,2016-2020,FL,Florida,12,Hillsborough County,057,004200,NA,14000US12057004200,"Census Tract 42, Hillsborough County, Florida",1506,1177,546,569,0,0,0,14,48,0,48,329,277,0,0,0,0,25,27,27,0,51771
G1200570004300,2016-2020,FL,Florida,12,Hillsborough County,057,004300,NA,14000US12057004300,"Census Tract 43, Hillsborough County, Florida",791,464,86,378,0,0,0,0,0,0,0,327,202,14,0,0,0,0,111,111,0,16797
G1200570004400,2016-2020,FL,Florida,12,Hillsborough County,057,004400,NA,14000US12057004400,"Census Tract 44, Hillsborough County, Florida",2104,1152,245,866,0,0,0,0,41,0,41,952,649,93,0,0,0,122,88,29,59,21848
G1200570004500,2016-2020,FL,Florida,12,Hillsborough County,057,004500,NA,14000US12057004500,"Census Tract 45, Hillsborough County, Florida",3699,1379,444,794,36,9,0,21,75,0,75,2320,1786,29,0,0,0,311,194,167,27,45340
G1200570004601,2016-2020,FL,Florida,12,Hillsborough County,057,004601,NA,14000US12057004601,"Census Tract 46.01, Hillsborough County, Florida",3283,2368,1174,731,0,303,0,11,149,0,149,915,530,0,0,0,0,266,119,108,11,63889
G1200570004602,2016-2020,FL,Florida,12,Hillsborough County,057,004602,NA,14000US12057004602,"Census Tract 46.02, Hillsborough County, Florida",2372,1785,600,785,0,218,0,0,182,0,182,587,198,45,0,0,0,0,344,344,0,62995
G1200570004700,2016-2020,FL,Florida,12,Hillsborough County,057,004700,NA,14000US12057004700,"Census Tract 47, Hillsborough County, Florida",2884,1636,1279,181,0,89,41,0,46,0,46,1248,1174,0,0,0,0,29,45,45,0,57308
G1200570004800,2016-2020,FL,Florida,12,Hillsborough County,057,004800,NA,14000US12057004800,"Census Tract 48, Hillsborough County, Florida",3913,1954,1524,207,0,161,0,48,14,0,14,1959,1866,0,0,0,0,77,16,10,6,66724
G1200570004901,2016-2020,FL,Florida,12,Hillsborough County,057,004901,NA,14000US12057004901,"Census Tract 49.01, Hillsborough County, Florida",2066,1492,699,764,0,0,0,0,29,0,29,574,487,68,0,0,0,19,0,0,0,55577
G1200570004902,2016-2020,FL,Florida,12,Hillsborough County,057,004902,NA,14000US12057004902,"Census Tract 49.02, Hillsborough County, Florida",3114,2822,2396,166,0,166,0,0,94,0,94,292,201,0,0,0,0,0,91,91,0,102768
G1200570005000,2016-2020,FL,Florida,12,Hillsborough County,057,005000,NA,14000US12057005000,"Census Tract 50, Hillsborough County, Florida",6595,5278,3629,1205,0,176,0,12,256,19,237,1317,1146,23,0,23,0,70,55,13,42,30119
G1200570005101,2016-2020,FL,Florida,12,Hillsborough County,057,005101,NA,14000US12057005101,"Census Tract 51.01, Hillsborough County, Florida",2392,1668,1380,150,0,80,0,5,53,14,39,724,616,7,0,0,0,70,31,12,19,81316
G1200570005102,2016-2020,FL,Florida,12,Hillsborough County,057,005102,NA,14000US12057005102,"Census Tract 51.02, Hillsborough County, Florida",3812,3371,2878,128,0,283,0,10,72,0,72,441,316,0,0,0,0,87,38,38,0,101094
G1200570005301,2016-2020,FL,Florida,12,Hillsborough County,057,005301,NA,14000US12057005301,"Census Tract 53.01, Hillsborough County, Florida",3553,2998,2347,241,0,245,0,42,123,9,114,555,279,31,0,0,0,104,141,112,29,90417
G1200570005302,2016-2020,FL,Florida,12,Hillsborough County,057,005302,NA,14000US12057005302,"Census Tract 53.02, Hillsborough County, Florida",1991,789,603,148,0,0,0,0,38,0,38,1202,675,0,2,0,0,100,425,315,110,35016
G1200570005401,2016-2020,FL,Florida,12,Hillsborough County,057,005401,NA,14000US12057005401,"Census Tract 54.01, Hillsborough County, Florida",5607,5073,4687,21,0,130,0,0,235,0,235,534,377,0,0,0,0,104,53,45,8,95938
G1200570005500,2016-2020,FL,Florida,12,Hillsborough County,057,005500,NA,14000US12057005500,"Census Tract 55, Hillsborough County, Florida",3141,2683,2226,146,0,245,0,0,66,0,66,458,351,0,0,0,0,11,96,86,10,116088
G1200570005700,2016-2020,FL,Florida,12,Hillsborough County,057,005700,NA,14000US12057005700,"Census Tract 57, Hillsborough County, Florida",4413,3628,3091,131,0,331,0,0,75,0,75,785,578,84,0,0,0,17,106,106,0,67763
G1200570005800,2016-2020,FL,Florida,12,Hillsborough County,057,005800,NA,14000US12057005800,"Census Tract 58, Hillsborough County, Florida",5430,4573,3928,85,0,404,0,0,156,0,156,857,506,0,15,15,0,194,127,92,35,115915
G1200570005900,2016-2020,FL,Florida,12,Hillsborough County,057,005900,NA,14000US12057005900,"Census Tract 59, Hillsborough County, Florida",6504,5958,5521,0,0,294,0,16,127,87,40,546,530,0,0,0,0,16,0,0,0,145981
G1200570006000,2016-2020,FL,Florida,12,Hillsborough County,057,006000,NA,14000US12057006000,"Census Tract 60, Hillsborough County, Florida",5631,5176,4718,210,0,98,0,0,150,0,150,455,382,0,0,0,0,55,18,18,0,150717
G1200570006101,2016-2020,FL,Florida,12,Hillsborough County,057,006101,NA,14000US12057006101,"Census Tract 61.01, Hillsborough County, Florida",3615,3074,2985,30,0,29,0,0,30,0,30,541,427,0,0,0,0,51,63,8,55,138250
G1200570006103,2016-2020,FL,Florida,12,Hillsborough County,057,006103,NA,14000US12057006103,"Census Tract 61.03, Hillsborough County, Florida",3664,3303,2885,230,0,145,0,0,43,0,43,361,297,0,0,0,0,14,50,50,0,100066
G1200570006200,2016-2020,FL,Florida,12,Hillsborough County,057,006200,NA,14000US12057006200,"Census Tract 62, Hillsborough County, Florida",4713,4261,3895,42,0,96,0,0,228,5,223,452,230,0,0,22,0,0,200,94,106,124609
G1200570006300,2016-2020,FL,Florida,12,Hillsborough County,057,006300,NA,14000US12057006300,"Census Tract 63, Hillsborough County, Florida",4869,4227,3872,184,15,45,0,0,111,16,95,642,481,0,0,0,0,10,151,115,36,109836
G1200570006400,2016-2020,FL,Florida,12,Hillsborough County,057,006400,NA,14000US12057006400,"Census Tract 64, Hillsborough County, Florida",4203,3377,3226,0,7,21,0,0,123,54,69,826,495,0,0,0,0,97,234,234,0,145372
G1200570006501,2016-2020,FL,Florida,12,Hillsborough County,057,006501,NA,14000US12057006501,"Census Tract 65.01, Hillsborough County, Florida",3885,3431,2443,422,0,234,0,8,324,147,177,454,237,25,0,0,0,105,87,57,30,51012
G1200570006503,2016-2020,FL,Florida,12,Hillsborough County,057,006503,NA,14000US12057006503,"Census Tract 65.03, Hillsborough County, Florida",1294,974,862,40,0,43,0,0,29,0,29,320,289,0,0,0,0,9,22,0,22,47978
G1200570006504,2016-2020,FL,Florida,12,Hillsborough County,057,006504,NA,14000US12057006504,"Census Tract 65.04, Hillsborough County, Florida",847,821,760,0,30,31,0,0,0,0,0,26,13,0,0,0,0,0,13,13,0,47433
G1200570006600,2016-2020,FL,Florida,12,Hillsborough County,057,006600,NA,14000US12057006600,"Census Tract 66, Hillsborough County, Florida",4611,3640,3023,396,0,116,0,37,68,0,68,971,635,20,0,0,0,41,275,225,50,60354
G1200570006700,2016-2020,FL,Florida,12,Hillsborough County,057,006700,NA,14000US12057006700,"Census Tract 67, Hillsborough County, Florida",6114,5156,4369,242,0,507,0,0,38,0,38,958,541,30,0,0,0,188,199,52,147,137778
G1200570006801,2016-2020,FL,Florida,12,Hillsborough County,057,006801,NA,14000US12057006801,"Census Tract 68.01, Hillsborough County, Florida",4908,4251,3718,160,0,239,0,0,134,0,134,657,394,0,0,3,0,94,166,151,15,61176
G1200570006802,2016-2020,FL,Florida,12,Hillsborough County,057,006802,NA,14000US12057006802,"Census Tract 68.02, Hillsborough County, Florida",2998,2312,2066,103,15,49,0,10,69,0,69,686,530,0,0,0,0,27,129,129,0,81063
G1200570006900,2016-2020,FL,Florida,12,Hillsborough County,057,006900,NA,14000US12057006900,"Census Tract 69, Hillsborough County, Florida",6118,5336,4548,435,0,113,0,56,184,0,184,782,513,71,0,0,0,59,139,126,13,79046
G1200570007001,2016-2020,FL,Florida,12,Hillsborough County,057,007001,NA,14000US12057007001,"Census Tract 70.01, Hillsborough County, Florida",4088,3421,2474,533,0,152,0,0,262,0,262,667,514,24,0,66,0,40,23,23,0,51488
G1200570007002,2016-2020,FL,Florida,12,Hillsborough County,057,007002,NA,14000US12057007002,"Census Tract 70.02, Hillsborough County, Florida",3170,2251,1115,746,9,226,0,9,146,0,146,919,588,8,0,20,0,156,147,136,11,38553
G1200570007102,2016-2020,FL,Florida,12,Hillsborough County,057,007102,NA,14000US12057007102,"Census Tract 71.02, Hillsborough County, Florida",3282,2923,2226,105,0,154,0,0,438,0,438,359,341,0,4,0,0,14,0,0,0,62436
G1200570007103,2016-2020,FL,Florida,12,Hillsborough County,057,007103,NA,14000US12057007103,"Census Tract 71.03, Hillsborough County, Florida",4362,3632,2891,325,44,149,0,0,223,0,223,730,647,31,0,0,0,27,25,25,0,70313
G1200570007200,2016-2020,FL,Florida,12,Hillsborough County,057,007200,NA,14000US12057007200,"Census Tract 72, Hillsborough County, Florida",4549,3894,3194,384,0,39,0,13,264,0,264,655,337,0,6,24,2,157,129,69,60,76908
G1200570007300,2016-2020,FL,Florida,12,Hillsborough County,057,007300,NA,14000US12057007300,"Census Tract 73, Hillsborough County, Florida",2655,2150,1301,564,0,113,0,0,172,0,172,505,228,29,0,0,0,23,225,70,155,85000
G1200570010105,2016-2020,FL,Florida,12,Hillsborough County,057,010105,NA,14000US12057010105,"Census Tract 101.05, Hillsborough County, Florida",5340,3235,3039,0,71,9,0,61,55,0,55,2105,1260,0,0,0,0,90,755,736,19,55591
G1200570010106,2016-2020,FL,Florida,12,Hillsborough County,057,010106,NA,14000US12057010106,"Census Tract 101.06, Hillsborough County, Florida",4376,3816,3542,139,20,9,0,0,106,0,106,560,379,15,11,0,0,100,55,55,0,72143
G1200570010107,2016-2020,FL,Florida,12,Hillsborough County,057,010107,NA,14000US12057010107,"Census Tract 101.07, Hillsborough County, Florida",4112,3497,3457,25,0,0,0,0,15,0,15,615,237,8,0,0,0,361,9,0,9,39877
G1200570010108,2016-2020,FL,Florida,12,Hillsborough County,057,010108,NA,14000US12057010108,"Census Tract 101.08, Hillsborough County, Florida",2080,1839,1713,5,0,66,0,55,0,0,0,241,63,0,0,0,0,178,0,0,0,67165
G1200570010203,2016-2020,FL,Florida,12,Hillsborough County,057,010203,NA,14000US12057010203,"Census Tract 102.03, Hillsborough County, Florida",2071,1829,1410,334,8,43,0,8,26,0,26,242,137,39,0,0,0,42,24,24,0,41357
G1200570010204,2016-2020,FL,Florida,12,Hillsborough County,057,010204,NA,14000US12057010204,"Census Tract 102.04, Hillsborough County, Florida",6144,4260,2703,1235,0,228,0,10,84,0,84,1884,1613,38,0,0,0,80,153,123,30,42784
G1200570010210,2016-2020,FL,Florida,12,Hillsborough County,057,010210,NA,14000US12057010210,"Census Tract 102.10, Hillsborough County, Florida",5389,3784,1692,599,0,1332,0,0,161,11,150,1605,921,117,79,0,0,92,396,329,67,86758
G1200570010211,2016-2020,FL,Florida,12,Hillsborough County,057,010211,NA,14000US12057010211,"Census Tract 102.11, Hillsborough County, Florida",5971,4986,3344,1272,0,185,0,0,185,11,174,985,835,0,0,0,0,125,25,25,0,90683
G1200570010212,2016-2020,FL,Florida,12,Hillsborough County,057,010212,NA,14000US12057010212,"Census Tract 102.12, Hillsborough County, Florida",5394,4704,2947,598,0,793,0,179,187,24,163,690,558,22,0,0,0,63,47,0,47,107000
G1200570010213,2016-2020,FL,Florida,12,Hillsborough County,057,010213,NA,14000US12057010213,"Census Tract 102.13, Hillsborough County, Florida",1902,1667,1203,411,0,17,0,0,36,0,36,235,215,11,0,0,0,0,9,9,0,48214
G1200570010215,2016-2020,FL,Florida,12,Hillsborough County,057,010215,NA,14000US12057010215,"Census Tract 102.15, Hillsborough County, Florida",8433,7254,3303,2086,0,1297,0,98,470,34,436,1179,1100,0,0,0,0,19,60,0,60,112426
G1200570010216,2016-2020,FL,Florida,12,Hillsborough County,057,010216,NA,14000US12057010216,"Census Tract 102.16, Hillsborough County, Florida",6890,4817,2289,795,0,1407,0,0,326,0,326,2073,912,52,0,0,0,74,1035,878,157,105190
G1200570010217,2016-2020,FL,Florida,12,Hillsborough County,057,010217,NA,14000US12057010217,"Census Tract 102.17, Hillsborough County, Florida",4017,2999,1159,804,0,607,0,0,429,13,416,1018,540,89,0,0,0,211,178,178,0,86875
