GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMP3E001,AMP3E002,AMP3E003,AMP3E004,AMP3E005,AMP3E006,AMP3E007,AMP3E008,AMP3E009,AMP3E010,AMP3E011,AMP3E012,AMP3E013,AMP3E014,AMP3E015,AMP3E016,AMP3E017,AMP3E018,AMP3E019,AMP3E020,AMP3E021,AMR8E001,NAME_M,AMP3M001,AMP3M002,AMP3M003,AMP3M004,AMP3M005,AMP3M006,AMP3M007,AMP3M008,AMP3M009,AMP3M010,AMP3M011,AMP3M012,AMP3M013,AMP3M014,AMP3M015,AMP3M016,AMP3M017,AMP3M018,AMP3M019,AMP3M020,AMP3M021,AMR8M001
"G1301650","2016-2020","GA",,,"Georgia","13","Jenkins County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13165",,,"Jenkins County, Georgia",8787,8231,4863,3127,60,63,0,0,118,18,100,556,238,0,123,0,0,186,9,9,0,25712,"Jenkins County, Georgia",,314,559,556,68,77,20,20,131,32,120,314,224,20,179,20,20,245,16,16,20,3704
"G1301670","2016-2020","GA",,,"Georgia","13","Johnson County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13167",,,"Johnson County, Georgia",9717,9466,6022,3290,0,19,0,0,135,0,135,251,182,1,0,0,0,36,32,32,0,42421,"Johnson County, Georgia",,,20,87,20,29,20,20,85,20,85,,71,2,20,20,20,35,64,64,20,5590
"G1301690","2016-2020","GA",,,"Georgia","13","Jones County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13169",,,"Jones County, Georgia",28622,28114,20268,6986,46,175,0,37,602,53,549,508,416,25,0,0,0,55,12,12,0,63046,"Jones County, Georgia",,,57,246,43,60,26,52,252,57,254,,85,45,26,26,26,66,25,25,26,8632
"G1301710","2016-2020","GA",,,"Georgia","13","Lamar County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13171",,,"Lamar County, Georgia",18834,18356,12258,5348,6,103,0,0,641,11,630,478,316,0,0,0,0,118,44,0,44,50088,"Lamar County, Georgia",,,22,492,12,98,22,22,490,22,491,,215,22,22,22,22,229,47,22,47,5160
"G1301730","2016-2020","GA",,,"Georgia","13","Lanier County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13173",,,"Lanier County, Georgia",10534,9865,7175,2426,15,50,0,21,178,7,171,669,467,0,0,0,0,36,166,166,0,32158,"Lanier County, Georgia",,,22,191,26,70,22,37,131,12,131,,210,22,22,22,22,57,203,203,22,4962
"G1301750","2016-2020","GA",,,"Georgia","13","Laurens County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13175",,,"Laurens County, Georgia",47404,46107,26874,17802,108,520,9,483,311,22,289,1297,511,32,0,0,0,657,97,56,41,39476,"Laurens County, Georgia",,,456,180,137,54,16,454,167,38,153,,239,37,30,30,30,228,87,55,54,2229
"G1301770","2016-2020","GA",,,"Georgia","13","Lee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13177",,,"Lee County, Georgia",29735,28830,21104,6437,35,676,41,30,507,0,507,905,297,14,0,0,0,150,444,403,41,68338,"Lee County, Georgia",,,24,205,45,102,49,33,212,26,212,,129,14,26,26,26,79,137,149,51,5602
"G1301790","2016-2020","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13179",,,"Liberty County, Georgia",62039,54190,23763,24800,246,1139,324,217,3701,80,3621,7849,3358,441,67,40,0,2265,1678,1299,379,50411,"Liberty County, Georgia",,,76,750,69,187,6,147,739,123,712,,430,176,73,48,33,465,373,333,153,2468
"G1301810","2016-2020","GA",,,"Georgia","13","Lincoln County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13181",,,"Lincoln County, Georgia",7929,7769,5270,2382,4,8,3,0,102,22,80,160,87,0,0,0,0,73,0,0,0,42036,"Lincoln County, Georgia",,,20,90,7,18,6,20,87,35,76,,79,20,20,20,20,79,20,20,20,4398
"G1301830","2016-2020","GA",,,"Georgia","13","Long County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13183",,,"Long County, Georgia",19236,17047,10919,4793,45,129,67,116,978,0,978,2189,828,39,0,0,0,1078,244,225,19,52099,"Long County, Georgia",,,142,329,55,118,78,142,377,22,377,,361,58,22,22,22,336,124,127,34,7071
"G1301850","2016-2020","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13185",,,"Lowndes County, Georgia",116436,109633,61865,42880,314,1710,63,164,2637,155,2482,6803,3116,118,309,1,75,2329,855,242,613,46113,"Lowndes County, Georgia",,,202,398,105,285,63,117,523,152,491,,488,74,323,2,108,553,318,163,293,2959
"G1301870","2016-2020","GA",,,"Georgia","13","Lumpkin County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13187",,,"Lumpkin County, Georgia",33009,31380,29874,681,102,270,25,0,428,8,420,1629,1235,13,25,0,0,347,9,9,0,52872,"Lumpkin County, Georgia",,,16,265,60,44,47,30,281,16,286,,275,36,42,30,30,290,17,17,30,7175
"G1301890","2016-2020","GA",,,"Georgia","13","McDuffie County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13189",,,"McDuffie County, Georgia",21404,20720,11379,8547,0,91,244,0,459,0,459,684,91,0,0,0,0,569,24,24,0,47327,"McDuffie County, Georgia",,,26,368,26,37,331,26,221,26,221,,83,26,26,26,26,98,39,39,26,3290
"G1301910","2016-2020","GA",,,"Georgia","13","McIntosh County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13191",,,"McIntosh County, Georgia",14217,14158,8815,4920,13,240,0,0,170,0,170,59,48,0,0,0,0,0,11,11,0,56262,"McIntosh County, Georgia",,74,22,356,21,352,22,22,96,22,96,74,61,22,22,22,22,22,24,24,22,9148
"G1301930","2016-2020","GA",,,"Georgia","13","Macon County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13193",,,"Macon County, Georgia",13107,12544,4115,8111,0,11,0,213,94,0,94,563,285,0,0,0,0,245,33,0,33,31910,"Macon County, Georgia",,,168,52,22,19,22,168,50,22,50,,155,22,22,22,22,167,46,22,46,4152
"G1301950","2016-2020","GA",,,"Georgia","13","Madison County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13195",,,"Madison County, Georgia",29624,27908,23751,2614,62,377,0,430,674,19,655,1716,1020,0,0,0,0,675,21,18,3,51142,"Madison County, Georgia",,,234,133,52,181,26,235,203,20,201,,407,26,26,26,26,416,30,31,4,4622
"G1301970","2016-2020","GA",,,"Georgia","13","Marion County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13197",,,"Marion County, Georgia",8450,7797,4967,2547,11,101,35,18,118,0,118,653,123,31,0,0,0,377,122,117,5,52450,"Marion County, Georgia",,,29,150,17,91,58,29,99,20,99,,97,62,20,20,20,252,194,190,14,5575
"G1301990","2016-2020","GA",,,"Georgia","13","Meriwether County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13199",,,"Meriwether County, Georgia",21080,20592,11899,8463,12,52,0,42,124,11,113,488,314,38,1,0,0,108,27,0,27,40769,"Meriwether County, Georgia",,,22,128,22,75,26,40,101,19,100,,125,44,2,26,26,82,48,26,48,4552
"G1302010","2016-2020","GA",,,"Georgia","13","Miller County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13201",,,"Miller County, Georgia",5725,5694,3869,1764,12,6,28,0,15,0,15,31,9,13,0,0,0,0,9,0,9,49771,"Miller County, Georgia",,32,20,66,17,12,51,20,21,20,21,32,14,22,20,20,20,20,15,20,15,6130
"G1302050","2016-2020","GA",,,"Georgia","13","Mitchell County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13205",,,"Mitchell County, Georgia",22072,21043,10094,10139,62,100,55,7,586,0,586,1029,525,20,14,0,0,289,181,59,122,39404,"Mitchell County, Georgia",,,26,349,39,97,24,13,329,26,329,,101,20,17,26,26,103,96,90,60,6586
"G1302070","2016-2020","GA",,,"Georgia","13","Monroe County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13207",,,"Monroe County, Georgia",27455,26806,19871,6254,49,172,0,21,439,33,406,649,353,0,0,0,0,189,107,98,9,60491,"Monroe County, Georgia",,,51,148,47,129,26,33,190,36,188,,95,26,26,26,26,96,103,102,16,6143
"G1302090","2016-2020","GA",,,"Georgia","13","Montgomery County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13209",,,"Montgomery County, Georgia",9069,8446,5903,2322,0,35,0,90,96,4,92,623,196,57,0,0,0,363,7,7,0,45230,"Montgomery County, Georgia",,,114,66,20,40,20,114,58,5,58,,133,50,20,20,20,152,13,13,20,9019
"G1302110","2016-2020","GA",,,"Georgia","13","Morgan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13211",,,"Morgan County, Georgia",18832,18241,13606,4302,11,13,0,77,232,0,232,591,145,260,0,0,0,185,1,1,0,68669,"Morgan County, Georgia",,,102,101,20,14,22,102,106,22,106,,134,186,22,22,22,152,3,3,22,5868
"G1302130","2016-2020","GA",,,"Georgia","13","Murray County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13213",,,"Murray County, Georgia",39789,33752,32507,341,41,153,0,72,638,189,449,6037,5681,0,27,0,0,112,217,190,27,51133,"Murray County, Georgia",,,279,77,39,41,30,97,283,265,83,,222,30,45,30,30,110,175,165,45,3034
"G1302150","2016-2020","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13215",,,"Muscogee County, Georgia",195418,180291,77771,89196,581,4816,292,359,7276,733,6543,15127,5215,1602,27,26,0,5211,3046,2399,647,47418,"Muscogee County, Georgia",,,399,699,164,352,77,161,884,366,822,,871,513,42,43,33,1052,739,685,335,1891
"G1302170","2016-2020","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13217",,,"Newton County, Georgia",109835,103504,49375,49725,174,1320,78,332,2500,264,2236,6331,3466,648,133,0,0,1572,512,333,179,59178,"Newton County, Georgia",,,309,597,76,144,107,268,630,309,547,,512,346,151,33,33,559,369,326,134,3820
"G1302190","2016-2020","GA",,,"Georgia","13","Oconee County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13219",,,"Oconee County, Georgia",39194,37059,32790,1927,15,1594,34,86,613,48,565,2135,1590,0,25,0,0,55,465,239,226,95064,"Oconee County, Georgia",,,127,110,20,132,49,106,179,77,157,,309,30,44,30,30,50,312,153,287,6352
"G1302210","2016-2020","GA",,,"Georgia","13","Oglethorpe County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13221",,,"Oglethorpe County, Georgia",15040,14304,11335,2578,3,49,0,0,339,0,339,736,613,0,0,0,0,115,8,8,0,52816,"Oglethorpe County, Georgia",,,22,168,5,56,22,22,170,22,170,,136,22,22,22,22,135,10,10,22,3920
"G1302230","2016-2020","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13223",,,"Paulding County, Georgia",164440,153471,113618,31841,232,1728,35,398,5619,886,4733,10969,6762,1226,130,40,0,1621,1190,696,494,74154,"Paulding County, Georgia",,,756,858,157,395,53,249,1226,776,882,,922,849,155,77,33,616,462,413,438,2532
"G1302250","2016-2020","GA",,,"Georgia","13","Peach County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13225",,,"Peach County, Georgia",27502,25374,12519,12187,21,236,49,9,353,8,345,2128,950,44,101,0,0,941,92,92,0,50267,"Peach County, Georgia",,,26,149,35,89,68,17,138,15,138,,371,52,126,26,26,359,172,172,26,5881
"G1302270","2016-2020","GA",,,"Georgia","13","Pickens County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13227",,,"Pickens County, Georgia",32002,31000,27431,523,244,92,0,0,2710,65,2645,1002,552,2,21,0,0,7,420,272,148,68365,"Pickens County, Georgia",,,776,440,343,70,30,30,642,85,641,,95,5,32,30,30,22,98,84,122,2426
"G1302290","2016-2020","GA",,,"Georgia","13","Pierce County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13229",,,"Pierce County, Georgia",19336,18376,16256,1953,63,0,0,0,104,0,104,960,313,0,0,0,0,556,91,91,0,48969,"Pierce County, Georgia",,,22,109,62,22,22,22,91,22,91,,226,22,22,22,22,289,103,103,22,2453
"G1302310","2016-2020","GA",,,"Georgia","13","Pike County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13231",,,"Pike County, Georgia",18565,18250,16129,1643,0,62,0,104,312,9,303,315,220,1,0,9,0,77,8,8,0,68138,"Pike County, Georgia",,,28,124,22,32,22,78,124,23,118,,74,3,22,15,22,74,15,15,22,5435
"G1302330","2016-2020","GA",,,"Georgia","13","Polk County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13233",,,"Polk County, Georgia",42251,36657,30334,4756,0,241,0,0,1326,44,1282,5594,3255,38,144,0,16,1609,532,504,28,46846,"Polk County, Georgia",,,58,389,30,78,30,30,399,58,396,,519,47,173,30,25,572,482,483,41,4848
"G1302350","2016-2020","GA",,,"Georgia","13","Pulaski County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13235",,,"Pulaski County, Georgia",11185,10863,6450,4266,45,77,0,5,20,5,15,322,247,61,0,0,0,14,0,0,0,42213,"Pulaski County, Georgia",,192,530,590,63,66,22,8,30,12,20,192,192,89,22,22,22,21,22,22,22,6447
"G1302370","2016-2020","GA",,,"Georgia","13","Putnam County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13237",,,"Putnam County, Georgia",21906,20535,14360,5711,0,41,0,42,381,37,344,1371,741,3,6,0,0,569,52,0,52,52910,"Putnam County, Georgia",,,61,252,26,40,26,81,254,61,247,,317,6,11,26,26,318,83,26,83,3276
"G1302390","2016-2020","GA",,,"Georgia","13","Quitman County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13239",,,"Quitman County, Georgia",2290,2261,963,1076,0,145,12,0,65,0,65,29,29,0,0,0,0,0,0,0,0,34394,"Quitman County, Georgia",256,256,172,286,14,152,18,14,60,14,60,26,26,14,14,14,14,14,14,14,14,9864
"G1302410","2016-2020","GA",,,"Georgia","13","Rabun County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13241",,,"Rabun County, Georgia",16859,15528,14828,242,0,286,0,0,172,0,172,1331,646,98,0,0,2,553,32,32,0,44871,"Rabun County, Georgia",,,22,91,22,223,22,22,188,22,188,,233,115,22,22,3,250,43,43,22,2627
"G1302430","2016-2020","GA",,,"Georgia","13","Randolph County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13243",,,"Randolph County, Georgia",6888,6651,2205,4358,0,3,0,0,85,0,85,237,8,0,0,0,0,189,40,38,2,29400,"Randolph County, Georgia",,218,325,316,20,7,20,20,71,20,71,218,18,20,20,20,20,213,48,48,5,4309
"G1302450","2016-2020","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13245",,,"Richmond County, Georgia",202178,191891,68407,112551,321,3599,376,1168,5469,550,4919,10287,4551,2086,47,346,8,2046,1203,641,562,43882,"Richmond County, Georgia",,,396,1035,90,281,82,719,837,343,789,,777,654,46,250,16,632,361,308,229,1394
"G1302470","2016-2020","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13247",,,"Rockdale County, Georgia",90155,81002,27147,49581,63,1744,162,245,2060,214,1846,9153,5145,811,21,0,0,1445,1731,1578,153,62505,"Rockdale County, Georgia",,,137,914,66,88,190,164,834,156,826,,592,343,28,33,33,668,514,486,120,2838
"G1302490","2016-2020","GA",,,"Georgia","13","Schley County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13249",,,"Schley County, Georgia",5215,4885,3388,1410,0,0,0,0,87,0,87,330,117,17,0,0,0,137,59,18,41,49105,"Schley County, Georgia",,181,318,284,20,20,20,20,70,20,70,181,121,25,20,20,20,128,75,33,63,4674
"G1302510","2016-2020","GA",,,"Georgia","13","Screven County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13251",,,"Screven County, Georgia",13977,13643,7623,5702,47,109,0,20,142,0,142,334,173,0,0,0,0,73,88,10,78,39852,"Screven County, Georgia",,,36,82,33,22,22,36,72,22,72,,96,22,22,22,22,76,95,15,97,7510
"G1302530","2016-2020","GA",,,"Georgia","13","Seminole County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13253",,,"Seminole County, Georgia",8218,8117,5038,2885,0,94,0,10,90,0,90,101,28,18,0,0,0,4,51,8,43,35286,"Seminole County, Georgia",,98,17,172,20,86,20,17,76,20,76,98,30,37,20,20,20,8,57,13,56,3434
"G1302550","2016-2020","GA",,,"Georgia","13","Spalding County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13255",,,"Spalding County, Georgia",66043,62922,38196,22567,256,661,0,73,1169,69,1100,3121,2514,0,0,33,0,236,338,218,120,48970,"Spalding County, Georgia",,,89,445,89,84,33,72,466,85,466,,313,33,33,51,33,189,266,207,163,2882
"G1302570","2016-2020","GA",,,"Georgia","13","Stephens County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13257",,,"Stephens County, Georgia",25934,24976,21215,2920,29,156,2,0,654,5,649,958,296,0,0,0,0,609,53,53,0,46766,"Stephens County, Georgia",,,10,265,48,133,4,26,255,10,256,,121,26,26,26,26,188,104,104,26,4424
"G1302590","2016-2020","GA",,,"Georgia","13","Stewart County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13259",,,"Stewart County, Georgia",6446,5429,1459,3674,17,198,0,47,34,0,34,1017,55,25,0,0,0,898,39,39,0,34028,"Stewart County, Georgia",,222,14,225,22,93,20,43,54,20,54,222,83,37,20,20,20,201,38,38,20,5555
"G1302610","2016-2020","GA",,,"Georgia","13","Sumter County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13261",,,"Sumter County, Georgia",29714,27987,11603,15703,0,397,0,0,284,0,284,1727,1246,49,6,0,0,327,99,69,30,37174,"Sumter County, Georgia",,,26,194,26,55,26,26,201,26,201,,289,57,11,26,26,235,90,64,48,3781
"G1302630","2016-2020","GA",,,"Georgia","13","Talbot County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13263",,,"Talbot County, Georgia",6245,6196,2522,3538,4,36,0,24,72,0,72,49,25,0,0,0,0,24,0,0,0,40020,"Talbot County, Georgia",,48,31,96,5,30,20,31,70,20,70,48,31,20,20,20,20,35,20,20,20,6613
"G1302650","2016-2020","GA",,,"Georgia","13","Taliaferro County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13265",,,"Taliaferro County, Georgia",1596,1526,582,934,0,0,8,2,0,0,0,70,19,0,0,0,0,51,0,0,0,37717,"Taliaferro County, Georgia",256,260,170,236,14,14,12,4,14,14,14,84,30,14,14,14,14,77,14,14,14,5667
"G1302670","2016-2020","GA",,,"Georgia","13","Tattnall County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13267",,,"Tattnall County, Georgia",25392,22380,14454,7332,55,35,5,217,282,38,244,3012,268,50,57,0,0,2406,231,231,0,44053,"Tattnall County, Georgia",,,170,127,32,31,10,172,119,26,115,,180,28,57,26,26,246,179,179,26,4224
"G1302690","2016-2020","GA",,,"Georgia","13","Taylor County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13269",,,"Taylor County, Georgia",8126,8067,4671,3090,0,275,0,0,31,0,31,59,33,0,0,0,0,4,22,0,22,28550,"Taylor County, Georgia",,59,20,309,20,333,20,20,28,20,28,59,41,20,20,20,20,8,41,20,41,5277
"G1302710","2016-2020","GA",,,"Georgia","13","Telfair County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13271",,,"Telfair County, Georgia",15871,14056,7777,6188,5,14,0,16,56,7,49,1815,554,48,8,16,0,879,310,310,0,32764,"Telfair County, Georgia",,320,26,313,10,17,22,23,40,11,38,320,192,51,15,24,22,171,252,252,22,5610
"G1302730","2016-2020","GA",,,"Georgia","13","Terrell County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13273",,,"Terrell County, Georgia",8654,8402,3091,5002,0,267,0,0,42,0,42,252,49,0,16,0,0,184,3,0,3,35335,"Terrell County, Georgia",,,20,210,20,200,20,20,44,20,44,,59,20,25,20,20,62,9,20,9,6254
"G1302750","2016-2020","GA",,,"Georgia","13","Thomas County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13275",,,"Thomas County, Georgia",44545,42876,25639,16396,67,104,25,23,622,3,619,1669,1019,23,0,16,0,432,179,70,109,47133,"Thomas County, Georgia",,,21,318,71,72,42,26,297,6,298,,308,25,30,26,30,269,154,106,111,4452
"G1302770","2016-2020","GA",,,"Georgia","13","Tift County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13277",,,"Tift County, Georgia",40590,35700,22363,11914,92,506,1,21,803,95,708,4890,2918,0,0,5,0,1223,744,677,67,44827,"Tift County, Georgia",,,145,346,45,92,3,37,396,146,363,,509,30,30,12,30,422,386,379,66,2949
"G1302790","2016-2020","GA",,,"Georgia","13","Toombs County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13279",,,"Toombs County, Georgia",26947,23822,16114,6899,7,198,0,156,448,3,445,3125,1603,73,0,0,0,1141,308,308,0,41244,"Toombs County, Georgia",,,119,220,11,74,26,166,204,6,204,,390,82,26,26,26,380,245,245,26,2402
"G1302810","2016-2020","GA",,,"Georgia","13","Towns County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13281",,,"Towns County, Georgia",11815,11476,11072,155,35,61,0,12,141,10,131,339,130,48,6,0,0,61,94,94,0,51257,"Towns County, Georgia",,,26,45,35,37,22,20,51,15,49,,73,62,10,22,22,51,78,78,22,2959
"G1302830","2016-2020","GA",,,"Georgia","13","Treutlen County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13283",,,"Treutlen County, Georgia",6787,6661,4684,1967,0,0,0,0,10,0,10,126,107,0,0,0,0,0,19,12,7,32072,"Treutlen County, Georgia",,119,295,278,20,20,20,20,12,20,12,119,115,20,20,20,20,20,20,15,13,8725
"G1302850","2016-2020","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13285",,,"Troup County, Georgia",70095,67517,39107,25613,79,1476,0,135,1107,78,1029,2578,1558,18,71,54,0,652,225,204,21,46796,"Troup County, Georgia",,,126,204,102,201,33,96,300,94,280,,328,27,93,84,33,302,167,165,34,2128
"G1302870","2016-2020","GA",,,"Georgia","13","Turner County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13287",,,"Turner County, Georgia",7920,7535,4225,3113,0,58,0,11,128,0,128,385,292,33,0,0,0,39,21,21,0,34514,"Turner County, Georgia",,,20,133,20,75,20,19,101,20,101,,128,70,20,20,20,61,41,41,20,5280
"G1302890","2016-2020","GA",,,"Georgia","13","Twiggs County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13289",,,"Twiggs County, Georgia",8195,8067,4499,3439,28,13,0,0,88,0,88,128,128,0,0,0,0,0,0,0,0,43477,"Twiggs County, Georgia",,112,20,174,58,19,20,20,81,20,81,112,112,20,20,20,20,20,20,20,20,6433
"G1302910","2016-2020","GA",,,"Georgia","13","Union County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13291",,,"Union County, Georgia",23999,23166,22483,181,83,82,0,0,337,19,318,833,551,0,0,0,0,40,242,176,66,49703,"Union County, Georgia",,,28,71,70,46,26,26,93,28,87,,185,26,26,26,26,42,196,160,42,4110
"G1302930","2016-2020","GA",,,"Georgia","13","Upson County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13293",,,"Upson County, Georgia",26329,25711,17657,7231,164,105,184,0,370,105,265,618,248,54,0,0,17,275,24,15,9,39221,"Upson County, Georgia",,,45,322,17,61,240,26,250,71,241,,180,62,26,26,40,199,44,38,15,3569
"G1302950","2016-2020","GA",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13295",,,"Walker County, Georgia",69398,67752,62876,2669,86,499,9,40,1573,108,1465,1646,906,0,14,61,0,204,461,445,16,46601,"Walker County, Georgia",,,90,220,87,104,16,46,245,73,241,,255,33,21,101,33,154,253,243,30,1338
"G1302970","2016-2020","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13297",,,"Walton County, Georgia",93284,88941,68838,16920,54,1516,16,358,1239,141,1098,4343,2851,0,14,11,0,1096,371,198,173,65491,"Walton County, Georgia",,,99,363,67,162,27,268,305,136,277,,457,33,24,16,33,431,215,139,145,2650
"G1302990","2016-2020","GA",,,"Georgia","13","Ware County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13299",,,"Ware County, Georgia",35745,34268,22430,10880,90,442,43,17,366,3,363,1477,491,158,0,0,0,451,377,203,174,37041,"Ware County, Georgia",,,35,184,81,41,43,35,188,5,186,,266,142,30,30,30,217,262,186,263,3827
"G1303010","2016-2020","GA",,,"Georgia","13","Warren County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13301",,,"Warren County, Georgia",5259,5259,1985,3202,0,51,0,0,21,7,14,0,0,0,0,0,0,0,0,0,0,38250,"Warren County, Georgia",,20,13,67,20,66,20,20,20,13,14,20,20,20,20,20,20,20,20,20,20,3904
"G1303030","2016-2020","GA",,,"Georgia","13","Washington County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13303",,,"Washington County, Georgia",20316,19790,8578,10736,10,142,0,37,287,0,287,526,249,46,41,0,0,163,27,20,7,36402,"Washington County, Georgia",,,40,180,19,26,26,40,176,26,176,,97,55,56,26,26,96,29,25,14,2766
"G1303050","2016-2020","GA",,,"Georgia","13","Wayne County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13305",,,"Wayne County, Georgia",29959,28037,21298,6085,25,146,0,31,452,18,434,1922,1008,88,9,0,0,385,432,98,334,45773,"Wayne County, Georgia",,,52,176,32,111,26,51,201,26,204,,303,97,15,26,26,188,276,99,303,3607
