GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMP3E001,AMP3E002,AMP3E003,AMP3E004,AMP3E005,AMP3E006,AMP3E007,AMP3E008,AMP3E009,AMP3E010,AMP3E011,AMP3E012,AMP3E013,AMP3E014,AMP3E015,AMP3E016,AMP3E017,AMP3E018,AMP3E019,AMP3E020,AMP3E021,AMR8E001,NAME_M,AMP3M001,AMP3M002,AMP3M003,AMP3M004,AMP3M005,AMP3M006,AMP3M007,AMP3M008,AMP3M009,AMP3M010,AMP3M011,AMP3M012,AMP3M013,AMP3M014,AMP3M015,AMP3M016,AMP3M017,AMP3M018,AMP3M019,AMP3M020,AMP3M021,AMR8M001
"G3101790","2016-2020","NE",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31179",,,"Wayne County, Nebraska",9388,8793,8408,116,14,67,0,11,177,0,177,595,517,0,0,0,0,42,36,25,11,58894,"Wayne County, Nebraska",,,19,58,17,35,14,19,68,14,68,,52,14,14,14,14,31,41,27,23,3906
"G3101810","2016-2020","NE",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31181",,,"Webster County, Nebraska",3497,3313,3201,7,29,0,26,0,50,0,50,184,149,0,0,0,4,7,24,1,23,51684,"Webster County, Nebraska",,,10,7,23,10,27,10,29,10,29,,16,10,10,10,6,9,17,2,17,3314
"G3101830","2016-2020","NE",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31183",,,"Wheeler County, Nebraska",689,675,672,0,0,1,0,0,2,0,2,14,10,0,0,0,0,4,0,0,0,48438,"Wheeler County, Nebraska",99,100,101,10,10,4,10,10,3,10,3,13,12,10,10,10,10,8,10,10,10,5915
"G3101850","2016-2020","NE",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31185",,,"York County, Nebraska",13671,12957,12331,204,75,34,0,81,232,8,224,714,388,0,4,0,0,162,160,80,80,63105,"York County, Nebraska",,,79,81,58,36,16,80,95,12,93,,84,16,8,16,16,69,58,70,39,3710
"G3200010","2016-2020","NV",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32001",,,"Churchill County, Nevada",24606,21063,17798,632,1073,689,28,39,804,108,696,3543,1547,6,144,3,0,1147,696,627,69,56335,"Churchill County, Nevada",,,120,99,97,139,25,57,218,109,200,,472,13,100,6,25,376,386,377,76,6530
"G3200030","2016-2020","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32003",,,"Clark County, Nevada",2228866,1531312,930203,255922,9970,216293,15975,9479,93470,7373,86097,697554,331143,9822,9228,4211,1739,255065,86346,68899,17447,61048,"Clark County, Nevada",,,1722,2812,697,2033,522,1234,3922,1343,3444,,6244,1425,1424,658,611,6858,4519,4191,1452,519
"G3200050","2016-2020","NV",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32005",,,"Douglas County, Nevada",48486,42264,38643,332,719,843,95,344,1288,141,1147,6222,3404,7,98,85,17,1698,913,692,221,71415,"Douglas County, Nevada",,,331,75,94,130,30,306,225,124,168,,463,13,60,73,29,423,246,203,148,2713
"G3200070","2016-2020","NV",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32007",,,"Elko County, Nevada",52537,39697,34192,665,2606,653,70,380,1131,587,544,12840,7848,11,333,0,0,2814,1834,1714,120,79375,"Elko County, Nevada",,,549,63,145,145,102,281,426,385,198,,757,14,190,31,31,794,435,456,97,4206
"G3200090","2016-2020","NV",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32009",,,"Esmeralda County, Nevada",1030,767,736,15,15,0,0,0,1,0,1,263,263,0,0,0,0,0,0,0,0,31845,"Esmeralda County, Nevada",246,177,175,25,16,13,13,13,3,13,3,160,160,13,13,13,13,13,13,13,13,6720
"G3200110","2016-2020","NV",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32011",,,"Eureka County, Nevada",1839,1748,1669,1,67,11,0,0,0,0,0,91,73,0,1,0,0,17,0,0,0,67478,"Eureka County, Nevada",246,249,243,3,59,21,13,13,13,13,13,66,63,13,3,13,13,25,13,13,13,27402
"G3200130","2016-2020","NV",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32013",,,"Humboldt County, Nevada",16834,12249,10921,174,692,151,7,0,304,43,261,4585,3025,0,122,0,2,1171,265,238,27,66123,"Humboldt County, Nevada",,,48,75,81,64,11,21,134,49,128,,411,21,99,21,4,398,142,143,33,4707
"G3200150","2016-2020","NV",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32015",,,"Lander County, Nevada",5565,4194,3876,5,254,4,0,0,55,0,55,1371,1223,83,19,0,0,33,13,5,8,73797,"Lander County, Nevada",,253,278,8,119,8,19,19,53,19,53,253,239,134,32,19,19,40,27,21,14,20680
"G3200170","2016-2020","NV",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32017",,,"Lincoln County, Nevada",5177,4605,4284,194,35,49,0,0,43,27,16,572,77,32,23,0,0,230,210,210,0,56537,"Lincoln County, Nevada",,241,275,83,33,52,19,19,31,28,21,241,51,27,27,19,19,132,219,219,19,6164
"G3200190","2016-2020","NV",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32019",,,"Lyon County, Nevada",55667,45844,41259,477,1417,698,101,200,1692,73,1619,9823,4889,31,91,0,0,2999,1813,1336,477,58814,"Lyon County, Nevada",,,177,323,178,125,79,171,409,115,402,,703,47,51,31,31,723,423,425,233,2228
"G3200210","2016-2020","NV",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32021",,,"Mineral County, Nevada",4487,3857,2758,129,826,65,0,3,76,0,76,630,398,0,90,0,0,100,42,21,21,31500,"Mineral County, Nevada",,178,246,92,150,62,13,6,65,13,65,178,189,13,77,13,13,78,45,40,25,7883
"G3200230","2016-2020","NV",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32023",,,"Nye County, Nevada",45514,38646,34078,946,606,779,185,2,2050,363,1687,6868,2717,19,111,14,0,3416,591,583,8,47308,"Nye County, Nevada",,,281,264,144,111,176,4,435,281,323,,520,31,129,25,28,640,386,386,13,4341
"G3200270","2016-2020","NV",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32027",,,"Pershing County, Nevada",6591,4973,4244,208,164,127,5,21,204,17,187,1618,683,19,94,5,0,632,185,76,109,57074,"Pershing County, Nevada",,,36,78,87,62,10,31,61,19,62,,176,22,65,10,19,218,108,55,99,8595
"G3200290","2016-2020","NV",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32029",,,"Storey County, Nevada",4086,3980,3329,112,16,34,0,0,489,7,482,106,93,0,1,0,0,11,1,1,0,64000,"Storey County, Nevada",,72,187,55,18,35,13,13,142,9,143,72,66,13,2,13,13,17,2,2,13,8652
"G3200310","2016-2020","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32031",,,"Washoe County, Nevada",464182,349426,288803,10305,6044,24989,2913,1059,15313,1665,13648,114756,55074,890,1152,946,224,40891,15579,11836,3743,68272,"Washoe County, Nevada",,,1105,566,310,976,205,422,1556,1069,1108,,2428,286,465,501,175,2952,2344,2166,826,1931
"G3200330","2016-2020","NV",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32033",,,"White Pine County, Nevada",9570,7991,6846,592,351,89,0,0,113,9,104,1579,1209,27,26,17,0,148,152,54,98,57353,"White Pine County, Nevada",,,14,110,83,36,19,19,57,14,56,,134,23,38,31,19,101,71,70,85,6105
"G3205100","2016-2020","NV",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32510",,,"Carson City, Nevada",55244,41867,36520,1035,1073,1430,22,54,1733,484,1249,13377,7223,31,254,129,15,4650,1075,976,99,58305,"Carson City, Nevada",,,422,154,128,177,18,47,499,401,273,,879,52,138,153,17,860,420,405,66,2023
"G3300010","2016-2020","NH",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33001",,,"Belknap County, New Hampshire",61174,60091,57849,373,180,623,7,41,1018,218,800,1083,771,21,25,0,0,131,135,113,22,67328,"Belknap County, New Hampshire",,,218,143,73,130,11,76,290,204,192,,166,26,40,28,28,92,107,100,26,4828
"G3300030","2016-2020","NH",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33003",,,"Carroll County, New Hampshire",48461,47719,46288,252,127,360,0,45,647,82,565,742,530,1,0,0,0,32,179,126,53,66932,"Carroll County, New Hampshire",,,101,118,130,63,25,58,181,80,166,,96,3,25,25,25,31,96,97,51,3996
"G3300050","2016-2020","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33005",,,"Cheshire County, New Hampshire",76040,74568,71399,589,176,704,31,76,1593,75,1518,1472,653,65,10,0,0,326,418,313,105,64686,"Cheshire County, New Hampshire",,,95,105,56,202,35,88,214,59,229,,156,87,11,28,28,107,100,81,62,3146
"G3300070","2016-2020","NH",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33007",,,"Coos County, New Hampshire",31486,30894,29677,610,37,170,25,11,364,39,325,592,335,60,7,0,0,67,123,87,36,48945,"Coos County, New Hampshire",,,75,160,43,60,29,19,121,30,122,,80,47,13,25,25,41,64,56,33,1963
"G3300090","2016-2020","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33009",,,"Grafton County, New Hampshire",90331,88066,81200,1057,230,3143,47,112,2277,455,1822,2265,1343,130,38,42,0,237,475,314,161,67476,"Grafton County, New Hampshire",,,346,145,83,263,11,67,511,338,340,,160,60,34,36,28,96,125,96,97,3346
"G3300110","2016-2020","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33011",,,"Hillsborough County, New Hampshire",415305,385918,347545,9305,457,17237,39,834,10501,1094,9407,29387,17537,2044,31,50,103,3610,6012,4376,1636,82099,"Hillsborough County, New Hampshire",,,508,628,182,560,47,353,916,416,866,,1149,477,22,68,123,643,838,661,388,1260
"G3300130","2016-2020","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33013",,,"Merrimack County, New Hampshire",150902,147476,138724,2170,406,3122,9,236,2809,422,2387,3426,2163,104,115,0,0,252,792,480,312,77937,"Merrimack County, New Hampshire",,,221,273,123,269,16,213,415,202,352,,262,61,102,28,28,105,260,148,206,2321
"G3300150","2016-2020","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33015",,,"Rockingham County, New Hampshire",308211,298560,283422,2483,89,6214,53,498,5801,797,5004,9651,6422,221,76,17,1,1423,1491,1336,155,93962,"Rockingham County, New Hampshire",,,534,290,71,377,35,358,585,381,467,,680,178,74,19,3,456,452,423,108,2363
"G3300170","2016-2020","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33017",,,"Strafford County, New Hampshire",130161,126710,117151,1261,85,4496,109,65,3543,509,3034,3451,2129,56,0,70,0,395,801,686,115,72682,"Strafford County, New Hampshire",,,300,327,81,294,118,89,537,334,460,,253,65,28,72,28,165,247,260,104,2549
"G3300190","2016-2020","NH",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33019",,,"Sullivan County, New Hampshire",43173,42450,40774,243,108,329,0,124,872,24,848,723,690,0,0,4,0,28,1,1,0,63760,"Sullivan County, New Hampshire",,,142,76,125,67,25,142,159,25,160,,25,25,25,9,25,25,4,4,25,3966
"G3400010","2016-2020","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34001",,,"Atlantic County, New Jersey",264650,214088,147712,36017,605,20650,111,759,8234,869,7365,50562,19736,1605,698,153,16,21072,7282,5905,1377,63680,"Atlantic County, New Jersey",,,468,1054,122,438,37,340,1091,488,1057,,1531,411,552,99,17,1795,1140,1140,324,2011
"G3400030","2016-2020","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34003",,,"Bergen County, New Jersey",931275,741448,516790,48953,1053,152958,259,3198,18237,3326,14911,189827,125952,5394,851,1012,55,26363,30200,21748,8452,104623,"Bergen County, New Jersey",,,1016,1021,127,983,38,767,1771,1096,1366,,2670,938,329,322,44,2187,1976,1771,1234,1603
"G3400050","2016-2020","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34005",,,"Burlington County, New Jersey",446301,409037,297157,71728,132,22806,163,1537,15514,1234,14280,37264,18762,3581,529,268,138,8258,5728,3873,1855,90329,"Burlington County, New Jersey",,,522,904,54,599,123,466,1050,439,977,,1119,636,344,216,140,970,764,678,418,1144
"G3400070","2016-2020","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34007",,,"Camden County, New Jersey",506721,419422,283475,92377,364,29368,98,2394,11346,716,10630,87299,32271,5664,530,81,95,36748,11910,8522,3388,70957,"Camden County, New Jersey",,,597,1152,188,520,89,701,1101,327,1025,,1986,1062,229,84,73,2217,1428,1382,753,1199
"G3400090","2016-2020","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34009",,,"Cape May County, New Jersey",92701,85308,78808,3634,40,552,0,92,2182,37,2145,7393,4920,69,0,0,16,1740,648,348,300,72385,"Cape May County, New Jersey",,,108,337,44,167,30,94,380,46,380,,605,54,30,30,18,552,250,157,163,1989
"G3400110","2016-2020","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34011",,,"Cumberland County, New Jersey",150085,103073,68165,27797,1117,1924,12,307,3751,493,3258,47012,27793,2090,276,116,9,10865,5863,4848,1015,55709,"Cumberland County, New Jersey",,,375,663,114,170,17,177,731,356,662,,1572,480,208,91,16,1415,1132,1007,450,2200
"G3400130","2016-2020","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34013",,,"Essex County, New Jersey",798698,612880,239760,303671,1303,43279,202,7595,17070,3958,13112,185818,88733,10168,813,403,122,59878,25701,19291,6410,63959,"Essex County, New Jersey",,,977,1622,299,518,90,1379,1530,949,1312,,3045,1431,331,149,101,3041,2280,2012,1560,1212
"G3400150","2016-2020","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34015",,,"Gloucester County, New Jersey",291745,272823,227276,29300,235,8942,0,301,6769,616,6153,18922,8654,1209,97,77,22,5831,3032,2344,688,89056,"Gloucester County, New Jersey",,,219,932,125,382,30,160,991,257,1034,,785,471,108,107,36,859,605,527,261,2949
"G3400170","2016-2020","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34017",,,"Hudson County, New Jersey",671923,385884,191992,70317,991,104152,348,3682,14402,3225,11177,286039,146756,10861,2283,1660,31,85601,38847,30648,8199,75062,"Hudson County, New Jersey",,,706,948,232,828,132,760,1308,659,1070,,3631,1303,734,694,28,3663,2781,2741,1150,1415
"G3400190","2016-2020","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34019",,,"Hunterdon County, New Jersey",125063,116580,106076,3176,18,5220,43,217,1830,378,1452,8483,5330,250,106,15,0,1130,1652,1419,233,117858,"Hunterdon County, New Jersey",,,193,206,23,287,43,171,344,166,327,,482,114,78,16,30,350,278,251,140,4348
"G3400210","2016-2020","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34021",,,"Mercer County, New Jersey",368085,302037,179637,72229,396,42220,79,297,7179,695,6484,66048,40259,3063,532,81,196,14391,7526,6482,1044,83306,"Mercer County, New Jersey",,,188,808,298,487,90,140,944,278,858,,1901,680,333,74,253,1744,1349,1309,499,1966
"G3400230","2016-2020","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34023",,,"Middlesex County, New Jersey",825015,649005,346259,78469,1076,201372,321,4028,17480,3946,13534,176010,106568,6483,1210,791,72,40103,20783,15553,5230,91731,"Middlesex County, New Jersey",,,1275,1000,265,1171,56,1372,1426,785,1379,,2950,1027,488,328,62,2816,2226,1887,1233,1116
"G3400250","2016-2020","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34025",,,"Monmouth County, New Jersey",620821,553394,465628,40609,393,33618,82,1466,11598,1892,9706,67427,40250,2435,562,134,24,14605,9417,7316,2101,103523,"Monmouth County, New Jersey",,,445,669,194,761,82,395,1084,517,908,,1943,563,260,83,26,1505,1421,1277,552,1761
"G3400270","2016-2020","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34027",,,"Morris County, New Jersey",492715,426404,347576,15126,272,51707,20,1279,10424,1210,9214,66311,44317,1389,395,167,62,11403,8578,6782,1796,117298,"Morris County, New Jersey",,,501,541,181,713,23,429,1014,391,1002,,2247,506,304,117,55,1696,1261,1035,612,2241
"G3400290","2016-2020","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34029",,,"Ocean County, New Jersey",602018,546283,507501,16797,285,11096,169,1473,8962,688,8274,55735,32046,1720,258,144,0,13951,7616,6360,1256,72679,"Ocean County, New Jersey",,,985,623,108,528,85,935,836,328,764,,1695,601,163,131,30,1685,1291,1127,557,1275
"G3400310","2016-2020","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34031",,,"Passaic County, New Jersey",502763,292302,204783,51865,677,26687,103,1666,6521,1274,5247,210461,99805,4163,824,294,89,76672,28614,25150,3464,73562,"Passaic County, New Jersey",,,742,606,211,611,111,690,962,538,737,,3050,698,407,144,71,3418,2073,1992,717,1609
"G3400330","2016-2020","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34033",,,"Salem County, New Jersey",62754,56812,46227,8400,181,595,18,94,1297,35,1262,5942,3587,287,85,0,0,1344,639,339,300,64234,"Salem County, New Jersey",,,48,251,73,115,28,51,271,40,263,,398,146,83,30,30,368,219,164,148,2356
"G3400350","2016-2020","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34035",,,"Somerset County, New Jersey",330151,281498,181828,31076,496,59893,31,1496,6678,1561,5117,48653,28978,1502,508,379,16,11818,5452,4297,1155,116510,"Somerset County, New Jersey",,,499,492,75,607,34,460,891,474,707,,1623,516,341,284,18,1714,995,930,357,2194
"G3400370","2016-2020","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34037",,,"Sussex County, New Jersey",140996,128833,120289,2927,24,2815,0,285,2493,406,2087,12163,8537,221,20,38,18,1338,1991,1448,543,96222,"Sussex County, New Jersey",,,274,250,35,194,30,119,389,240,320,,575,135,26,41,31,456,481,354,260,2148
"G3400390","2016-2020","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34039",,,"Union County, New Jersey",555208,377806,216483,111894,521,28900,36,9900,10072,1583,8489,177402,71988,6206,1394,487,53,77445,19829,16210,3619,82644,"Union County, New Jersey",,,1074,1219,192,667,47,1191,1157,497,1072,,3267,1187,887,219,61,3427,1735,1629,765,1642
"G3400410","2016-2020","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34041",,,"Warren County, New Jersey",105730,95423,85385,4772,111,2814,27,242,2072,369,1703,10307,6098,187,27,5,0,1798,2192,1529,663,83497,"Warren County, New Jersey",,,151,265,50,197,50,158,341,166,297,,578,123,34,9,30,449,370,410,296,2511
"G3500010","2016-2020","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35001",,,"Bernalillo County, New Mexico",679037,337247,256847,16355,26898,17338,369,2959,16481,2180,14301,341790,219956,2647,4693,933,187,66652,46722,38615,8107,54308,"Bernalillo County, New Mexico",,,1497,664,684,690,134,901,1546,1126,1210,,3964,552,870,327,173,3633,3341,3423,1396,929
"G3500030","2016-2020","NM",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35003",,,"Catron County, New Mexico",3547,2945,2931,14,0,0,0,0,0,0,0,602,407,0,0,0,0,62,133,133,0,36607,"Catron County, New Mexico",,191,193,31,13,13,13,13,13,13,13,191,179,13,13,13,13,52,137,137,13,8958
"G3500050","2016-2020","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35005",,,"Chaves County, New Mexico",64912,27534,24763,935,574,647,6,126,483,8,475,37378,27534,85,459,29,0,4789,4482,4123,359,46254,"Chaves County, New Mexico",,,116,105,127,58,11,118,177,14,175,,1201,68,221,45,30,983,839,829,314,2393
"G3500060","2016-2020","NM",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35006",,,"Cibola County, New Mexico",26763,16374,5028,325,10439,57,8,19,498,13,485,10389,7302,67,599,0,0,1091,1330,1162,168,44731,"Cibola County, New Mexico",,,19,41,241,54,9,20,212,20,213,,660,60,204,24,24,356,454,444,114,3783
"G3500070","2016-2020","NM",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35007",,,"Colfax County, New Mexico",12106,6117,5639,82,128,38,0,20,210,0,210,5989,4432,1,182,0,0,953,421,324,97,36937,"Colfax County, New Mexico",,,31,62,92,54,20,31,120,20,120,,256,3,110,20,20,232,172,158,65,4886
"G3500090","2016-2020","NM",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35009",,,"Curry County, New Mexico",49502,28292,23096,2458,321,676,75,59,1607,176,1431,21210,9083,226,100,6,5,9219,2571,2119,452,48903,"Curry County, New Mexico",,,184,310,79,109,79,81,369,176,317,,1095,191,61,15,14,1011,725,664,232,2442
"G3500110","2016-2020","NM",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35011",,,"De Baca County, New Mexico",1995,714,611,85,4,0,0,0,14,0,14,1281,286,0,0,0,0,664,331,303,28,31532,"De Baca County, New Mexico",118,197,173,147,9,13,13,13,63,13,63,243,169,13,13,13,13,278,215,203,35,13343
"G3500130","2016-2020","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35013",,,"Doña Ana County, New Mexico",217696,68453,58682,3330,1307,2254,184,249,2447,89,2358,149243,112115,593,804,214,9,19373,16135,14600,1535,44024,"Doña Ana County, New Mexico",,,94,302,175,206,160,147,394,67,390,,2126,303,275,210,15,2151,1841,1892,554,2292
"G3500150","2016-2020","NM",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35015",,,"Eddy County, New Mexico",57865,28923,26247,812,751,418,0,323,372,0,372,28942,22231,78,245,0,0,2853,3535,3181,354,65000,"Eddy County, New Mexico",,,275,121,110,103,30,276,167,30,167,,850,89,168,30,30,699,680,637,265,3898
"G3500170","2016-2020","NM",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35017",,,"Grant County, New Mexico",27391,13591,12519,113,529,180,3,58,189,0,189,13800,10851,34,125,8,0,810,1972,1845,127,37453,"Grant County, New Mexico",,,61,82,234,174,6,61,164,24,164,,594,57,150,15,24,411,480,470,87,3245
"G3500190","2016-2020","NM",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35019",,,"Guadalupe County, New Mexico",4336,1245,812,72,331,7,0,0,23,8,15,3091,2180,8,5,0,0,519,379,315,64,31061,"Guadalupe County, New Mexico",,239,186,59,197,14,13,13,14,14,15,239,305,14,7,13,13,155,219,174,153,5288
"G3500210","2016-2020","NM",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35021",,,"Harding County, New Mexico",432,260,217,0,0,0,16,21,6,0,6,172,77,0,0,0,0,91,4,4,0,32500,"Harding County, New Mexico",118,77,65,13,13,13,32,24,11,13,11,81,38,13,13,13,13,66,8,8,13,7357
"G3500230","2016-2020","NM",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35023",,,"Hidalgo County, New Mexico",4234,1750,1601,36,52,0,0,22,39,0,39,2484,2039,0,8,0,0,113,324,299,25,44722,"Hidalgo County, New Mexico",,,33,37,37,13,13,33,40,13,40,,198,13,13,13,13,68,197,196,25,7506
"G3500250","2016-2020","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35025",,,"Lea County, New Mexico",70359,28326,24242,2341,529,403,0,101,710,25,685,42033,32584,244,206,0,10,3465,5524,5365,159,61867,"Lea County, New Mexico",,,105,232,130,18,30,105,276,24,275,,1080,225,121,30,18,824,995,1006,108,2788
"G3500270","2016-2020","NM",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35027",,,"Lincoln County, New Mexico",19640,13068,11962,363,237,28,0,0,478,139,339,6572,5341,3,2,0,0,293,933,852,81,44939,"Lincoln County, New Mexico",,,163,235,133,43,20,20,276,171,229,,326,6,5,20,20,148,284,274,115,3077
